,Unnamed: 0,ID отзыва,Дата,Номенклатура,Количество звезд,Бренд,Текст отзыва,Имя,Регион,Цвет,Размер,Полезность (количество минусов),Полезность (количество плюсов),Полезность,cleaned_tweets
435,435,1493,12/8/2021,Артикул 1170,5,Бренд 22,"Очень удобный станок, собрали с подругой за 5 минут. Рекомендую",Лариса,RU,,0,0,0,0,очень удобный станок собирать подруга  минута рекомендовать
436,436,1502,11/8/2021,Артикул 568,5,Бренд 24,"Спасибо, покупкой довольна!!!",Оксана,RU,,0,0,1,1,спасибо покупка довольный !!!
437,437,1504,11/8/2021,Артикул 1178,5,Бренд 4,"Отличное качество, на канве есть разметка, уже вышила, получилось очень красиво. Вообще эту фирму ставлю на первое место.",Татьяна,BY,,0,0,0,0,отличный качество канва разметка вышивать получаться очень красиво вообще фирма ставить первый место
438,438,1509,10/8/2021,Артикул 422,1,Бренд 11,"Пришёл совершенно другой набор! Был куплен в подарок. Если такой отзыв пишет не первый покупатель, тогда, может, стоит задуматься Wildberries  над сервисом?",Галина,RU,,0,1,0,-1,приходить совершенно набор купить подарок отзыв писать первый покупатель мочь стоить задумываться wildberries сервис
439,439,1515,9/8/2021,Артикул 64,5,Бренд 25,"Упакован хорошо , в действии как многие писали немного пощипывания сразу потом норм , покупала в связи с псориазом , зуд точно снимает , дальше посмотрим",Марина,RU,,0,0,1,1,упаковывать действие многие писать немного пощипывание сразу норма покупать связь псориаз зуд точно снимать далеко посмотреть
440,440,1516,9/8/2021,Артикул 121,5,Бренд 22,"Отличный станок. Вышивать на нем одно удовольствие! Барабанная натяжка. До этого станка был станок «Березка», так ни в какое сравнение, Березка сильно уступает",Елена,RU,,0,0,0,0,"отличный станок вышивать удовольствие барабанный натяжка станок станок  « березка »,  сравнение березка сильно уступать"
441,441,1517,9/8/2021,Артикул 1187,5,Бренд 4,"Отличный набор,замечательная комплектация...но было очень не приятно, что он вскрыт...пришлось проверить все ли на месте...не понимаю зачем разрешают наборы по вышивке вскрывать?",Ксения,RU,,0,0,0,0,отличный набор замечательный комплектация  очень приятный вскрывать  приходиться проверять весь место  понимать разрешать набор вышивка вскрывать
442,442,1518,9/8/2021,Артикул 347,5,Бренд 56,Ммм)) замечательный),Маргарита,RU,серебристый,0,0,1,1,ммм ))  замечательный
443,443,1520,9/8/2021,Артикул 1188,4,Бренд 9,Прислали не тот цвет. Вместо белого розовый меланжевый. Но это не вина сборщиков. Почему то на этикетках на моточках был указан белый цвет. А качество пряжи хорошее. Вязала из похожей. Так что звезду снимаю производителю за неправильную маркировку.,Татьяна,RU,светло-бежевый,0,0,0,0,присылать цвет вместо белый розовый меланжевый это вина сборщик почему этикетка моточек указывать белый цвет качество пряжа хороший вязать похожий звезда снимать производитель неправильный маркировка
444,444,1523,9/8/2021,Артикул 693,5,Бренд 61,"Хорошие баночки, можно брать.",Марина,RU,прозрачный,0,0,0,0,хороший баночка брать
445,445,1526,9/8/2021,Артикул 763,5,Бренд 8,Качество замечательное.,Марина,RU,белый,0,0,0,0,качество замечательный
446,446,1530,9/8/2021,Артикул 388,4,Бренд 88,"Качество хорошее, материал плотный , но маломерит . Возврат",Олег,RU,,XXL,0,1,1,качество хороший материал плотный маломерить возврат
447,447,1535,9/8/2021,Артикул 1195,1,Бренд 24,"ОТВРАТИТЕЛЬНО! неужели не видно ,что вместо 5 вы 1 положили?!",Дарья,RU,,0,1,0,-1,отвратительно неужели видно вместо   полагать ?!
448,448,1537,8/8/2021,Артикул 1101,5,Бренд 17,Хороший набор. Вышивать удобно.,Александра,RU,белый,0,0,1,1,хороший набор вышивать удобно
449,449,1539,8/8/2021,Артикул 1197,5,Бренд 24,"Все здорова. Пару петель с браком ,но не критично. Плед отпад получился.",Надежда,RU,,0,0,0,0,весь здоровый пара петля брак критично плед отпад получаться
450,450,1547,7/8/2021,Артикул 1203,5,Бренд 24,"Пряжа понравилась. Качество хорошее. Изделие получается очень теплым. Для зимы подходит отлично, ели Вы любите крупную вязку, нитки довольно толстые. Кстати, если готовое изделие отпарить, оно становится очень мягким.",Барышникова,RU,белый,0,0,0,0,пряжа понравиться качество хороший изделие получаться очень теплый зима подходить отлично любить крупный вязка нитка довольно толстый кстати готовый изделие отпаривать оно становиться очень мягкий
451,451,1549,7/8/2021,Артикул 378,5,Бренд 33,"Замечательный станок! Очень удобный и лёгкий в сборке. Отдельное спасибо за вот эту беленькую штучку, затягивать очень удобно! Производителю успехов!",Екатерина,RU,бежевый,0,0,0,0,замечательный станок очень удобный легкий сборка отдельный спасибо беленький штучка затягивать очень удобно производитель успех
452,452,1550,7/8/2021,Артикул 385,5,Бренд 22,"Станок просто шикарный,без комментариев! Спасибо производителю и магазину за быструю доставку! Покупкой очень довольна,всем кто вышивает,рекомендую,не пожалеете.",Евгения,RU,,0,0,1,1,станок просто шикарный комментарий спасибо производитель магазин быстрый доставка покупка очень довольный вышивать рекомендовать пожалеть
453,453,1551,7/8/2021,Артикул 1205,5,Бренд 6,"Набор очень хорошо упакован.  Бисер,  иголочка,  ткань для вышивки.  Всё достойно.",Ольга,RU,серый,0,0,0,0,набор очень упаковывать бисер иголочка ткань вышивка достойно
454,454,1552,7/8/2021,Артикул 48,3,Бренд 22,"Сделан аккуратно но пяльцы не крутятся, перейти на изнанку сложно, перевернуть пяльцы  одним движением не получается , Доступ к изнанке важен при вышивании.",Ирина,RU,,0,0,0,0,сделать аккуратно пяльцы крутиться переходить изнанка сложно перевертывать пяльцы движение получаться доступ изнанка важный вышивание
455,455,1554,7/8/2021,Артикул 1207,5,Бренд 2,"Хороший набор, вышивка красивая. Буду вышивать с удовольствием.",Людмила,RU,белый,0,0,0,0,хороший набор вышивка красивый вышивать удовольствие
456,456,1555,6/8/2021,Артикул 1208,1,Бренд 91,"Брали в размер, ткань верхняя нормальная и Пошита норм, но подклад отвратительный, тянется и на 2 размера больше самой куртки. Вот такое ощущение, что с алика прислали. Буду делать возврат. Очень обидно, что не соответствует картинке.",Наталья,RU,черный,l,0,1,1,брать размер ткань верхний нормальный пошить норма подклад отвратительный тянуться  размер самый куртка ощущение алик присылать делать возврат очень обидно соответствовать картинка
457,457,1556,6/8/2021,Артикул 64,5,Бренд 25,"Масло классное, очень хорошо помогает от мышечных болей после физических нагрузок , так же хорошо помогает при головных болях ( втираю в виски и заднюю поверхность шеи) . Может ощущаться лёгкое покалывание после нанесения и появляется белый налет при высыхании. Налет можно стряхнуть одним движением руки.",Ирина,RU,,0,1,0,-1,масло классный очень помогать мышечный боль физический нагрузка помогать головной боль втирать висок задний поверхность шея мочь ощущаться легкий покалывание нанесение появляться белый налет высыхание налет стряхивать движение рука
458,458,1558,6/8/2021,Артикул 1209,5,Бренд 24,"Супер,на плед 90/90смкак раз",Любовь,RU,,0,0,1,1,супер плед  смкак
459,459,1559,6/8/2021,Артикул 1210,5,Бренд 17,Очень красивая работа,Наталья,RU,белый,0,0,0,0,очень красивый работа
460,460,1561,6/8/2021,Артикул 451,4,Бренд 22,"В целом хорошая рама, клипсы держатся хуже, чем на раме, купленной 4 года назад со станком Иволга. Не знаю, с чем связано. Качество в целом стало хуже, или просто рамы со станками поставляют более качественные. В работе рама хороша, но если ткань не завернута поверх клипсов, а просто остаётся торчащий край, клипсы временами расслабляются и отваливаются. И это не влияние времени. Это новая рама.",Эвелина,RU,,0,0,0,0,целое хороший рама клипса держаться плохо рама купить  год назад станок иволга знать связанный качество целое становиться плохо просто рама станок поставлять качественный работа рама хороший ткань завертывать поверх клипс просто оставаться торчать край клипса время расслабляться отваливаться это влияние время это новый рама
461,461,1562,6/8/2021,Артикул 486,5,Бренд 10,"Приятная в вязании пряжа, не сыпется, петли ложатся ровно. Вяжу в две нити спицами # 4.5 - мне кажется это идеальное соотношение. Как изделие поведёт себя после ВТО пока не знаю, постараюсь дополнить отзыв после ВТО",Наталья,RU,,0,1,1,1,приятный вязание пряжа сыпаться петля ложиться ровно вязать нить спица  казаться идеальный соотношение изделие поводить вто пока знать постараться дополнять отзыв вто
462,462,1563,6/8/2021,Артикул 385,5,Бренд 22,"Отличный станок, покупкой очень довольна",Елена,RU,,0,0,0,0,отличный станок покупка очень довольный
463,463,1564,6/8/2021,Артикул 64,3,Бренд 25,"Мне не понравилось, после нанесения неприятные ощущения в течение 5-10минут, как будто щипит, хотя на теле порезов и ран нет . Пользовалась в течение двух недель, ничего не изменилось, в итоге отдала масло))",Елена,RU,,0,1,0,-1,"понравиться нанесение неприятный ощущение течение  минут щипеть хотя тело порез ран пользоваться течение неделя ничто изменяться итог отдавать масло ))
"
464,464,1565,5/8/2021,Артикул 443,5,Бренд 33,"Станок отличного качества,очень удобный. Можно регулировать удобную высоту. Спасибо производителю и магазину валдберис.",Наталья,RU,бежевый,0,0,0,0,станок отличный качество очень удобный регулировать удобный высота спасибо производитель магазин валдберис
465,465,1570,5/8/2021,Артикул 378,5,Бренд 33,"Станок супер!!!!! Все как на фото. Собрала за 5 минут, все со всем совпало как надо. Высоту можно регулировать. Спасибо Сереге-Мастеру, давно о таком мечтала.",Елена,RU,бежевый,0,0,0,0,станок супер !!!!! весь фото собирать  минута совпадать высота регулировать спасибо серега мастер давно мечтать
466,466,1571,4/8/2021,Артикул 44,5,Бренд 22,"очень довольна покупкой. собрать смогла сама, но не без усилий, детали в пазы заходят с трудом, из-за этого регулировать все узлы станка достаточно тяжко, но надеюсь часто менять положение не придется. Все детали на месте, упаковано хорошо. Все отшлифовано, барашки умилительны. Рама очень удобная для моих работ, натяжка отличная. обязательно докуплю раму побольше.",Ксения,RU,,0,0,1,1,очень довольный покупка собирать смочь усилие деталь паз заходить труд из-за это регулировать весь узел станок достаточно тяжко надеяться часто менять положение приходиться деталь место упаковывать отшлифовывать барашек умилительный рама очень удобный работа натяжка отличный обязательно докупать рама
467,467,1572,4/8/2021,Артикул 297,5,Бренд 56,"Скребок хороший, поверхность была немного исцарапана. Видно, что до отправки скребки хранились стопкой и потерлись зеркальными поверхностями друг о друга. В процессе эксплуатации такие царапины неизбежно возникнут, но при получении нового товара хочется видеть идеальную полировку. Это для пожелания продавцу. Я товар забрала, но если брать в подарок, то не стала бы дарить.",Людмила,RU,серебристый,0,0,1,1,скребок хороший поверхность немного исцарапывать видно отправка скребка храниться стопка потереться зеркальный поверхность друг друг процесс эксплуатация царапина неизбежно возникать получение новый товар хотеться видеть идеальный полировка это пожелание продавец товар забирать брать подарок становиться дарить
468,468,1578,4/8/2021,Артикул 1220,5,Бренд 24,"Отличная пряжа, советую",Вера,RU,,0,0,0,0,отличный пряжа советовать
469,469,1580,4/8/2021,Артикул 577,5,Бренд 18,Качественная пряжа и цвет очень красивый.,Олеся,RU,,0,0,1,1,качественный пряжа цвет очень красивый
470,470,1582,4/8/2021,Артикул 1222,5,Бренд 4,"Набор пришёл хорошо упакованый,  полный комплект. Сам набор качественный, одно удовольствие вышивать. Спасибо Luca-s",Ирина,RU,,0,0,0,0,набор приходить упакованый полный комплект набор качественный удовольствие вышивать спасибо luca
471,471,1585,3/8/2021,Артикул 1224,4,Бренд 23,Хорошая пряжа. Только толщина нити меняется немного. Красная толще.,Оксана,RU,"красный, алый",0,0,1,1,хороший пряжа толщина нить меняться немного красный толстый
472,472,1590,3/8/2021,Артикул 1229,5,Бренд 22,"Доставили быстро, упакован крепко, комплектность полная. Дерево приятное на ощупь, детали очень крепкие, раньше почему-то думала, что будут тонкими.
Пока что впечатления самые приятные)
Спасибо!",Марина,BY,,0,0,0,0,доставлять быстро упаковывать крепко комплектность полный дерево приятный ощупь деталь очень крепкий рано почему-то думать тонкий пока впечатление самый приятный спасибо
473,473,1593,3/8/2021,Артикул 1232,5,Бренд 3,Все отлично,Оксана,KZ,"белый, молочный",0,1,0,-1,отлично
474,474,1596,3/8/2021,Артикул 1013,5,Бренд 2,Комплект полный.,Ольга,RU,,0,0,0,0,комплект полный
475,475,1598,2/8/2021,Артикул 64,5,Бренд 25,"Отлично, боль в мышцах убирает",Александра,RU,,0,0,0,0,отлично боль мышца убирать
476,476,1602,2/8/2021,Артикул 64,5,Бренд 25,Покупала по рекомендации от  выпадения волос. И оно оправдало свои надежды. Использую 1 раз в неделю. Волосы перестали выпадать. Рекомендую,Татьяна,RU,,0,0,1,1,покупать рекомендация выпадение волос оно оправдывать свой надежда использовать  неделя волос переставать выпадать рекомендовать
477,477,1606,2/8/2021,Артикул 959,5,Бренд 2,"Брала на подарок,сейчас в работе, хорошее качество бисера и основы.",Галина,RU,белый,0,0,0,0,брать подарок работа хороший качество бисер основа
478,478,1607,2/8/2021,Артикул 31,5,Бренд 10,Шикарная пряжа .,Елена,RU,,0,1,1,0,шикарный пряжа
479,479,1610,1/8/2021,Артикул 1243,5,Бренд 3,Качество на высоте!,Алла,RU,слоновая кость,0,0,0,0,качество высота
480,480,1617,1/8/2021,Артикул 378,5,Бренд 33,"Очень довольна! Долго думала, но потом решилась и не пожалела. Качество отличное! Все гладкое, легкое в сборке и эксплуатации. Браво производителю! Ничем не уступает более дорогой линейке других производителей.",Юлия,RU,бежевый,0,0,0,0,очень довольный долго думать решаться пожалеть качество отличный весь гладкий легкий сборка эксплуатация браво производитель ничто уступать дорогой линейка производитель
481,481,1618,1/8/2021,Артикул 64,5,Бренд 25,"Товар соответствует описанию. Упакован качественно. Т.к. магний лучше усваивается организмом через кожу, отличный вариант для решения проблем при судорогах в ногах и других мышечных болях, для волос. Иногда использую при массаже спины.",Мария,BY,,0,0,1,1,товар соответствовать описание упаковывать качественно т магний усваиваться организм кожа отличный вариант решение проблема судорога нога мышечный боль волос использовать массаж спина
482,482,1619,1/8/2021,Артикул 89,5,Бренд 33,Хороший товар. Такой размер надо ещё поискать. Рекомендую.,Людмила,RU,,0,0,1,1,хороший товар размер поискать рекомендовать
483,483,1621,31/7/2021,Артикул 1251,5,Бренд 11,Отличная вышивка!,Светлана,RU,,0,0,0,0,отличный вышивка
484,484,1623,31/7/2021,Артикул 822,5,Бренд 6,"Вышивала с удовольствием, красивые цвета",Тамара,RU,коричневый,0,0,0,0,вышивать удовольствие красивый цвет
485,485,1625,31/7/2021,Артикул 752,5,Бренд 90,"Коврик отличный. Греет хорошо. Теперь моему цветочку тепло и уютно. Главное, чтобы прослужил долго",Светлана,RU,,0,1,1,1,коврик отличный греть цветочек тепло уютно главное прослужить долго
486,486,1626,31/7/2021,Артикул 1229,5,Бренд 22,"Станок супер, очень советую",Тимофей,RU,,0,0,0,0,станок супер очень советовать
487,487,1629,31/7/2021,Артикул 1256,5,Бренд 2,Очень классный!!!,Зарина,RU,белый,0,0,0,0,очень классный !!!
488,488,1632,30/7/2021,Артикул 1258,5,Бренд 24,Пряжа превосходная. Ни одного узелка не встретилось. Из заказанного получился свитер ребёнку и кардиганчик. Цвет оочень приятный. Вязать одно удовольствие из неё.,Екатерина,RU,лиловый,0,0,0,0,пряжа превосходный узелок встречаться заказывать получаться свитер ребенок кардиганчик цвет оочень приятный вязать удовольствие
489,489,1633,30/7/2021,Артикул 1259,5,Бренд 4,"Набор пришёл вовремя, невскрыт и все на месте. Это мой первый набор от данного производителя, и я в полном восторге. Шикарные ниточки,  как для меня, идеальная ч/б схема, иголочка, канва все на высшем уровне.",Иван,BY,,0,0,0,0,набор приходить вовремя невскрывать место это первый набор данный производитель полный восторг шикарный ниточка идеальный ч б схема иголочка канва высокий уровень
490,490,1637,30/7/2021,Артикул 385,5,Бренд 22,"Станок получен. Очень понравился, удобный. Спасибо за доставку.",Ольга,BY,,0,0,0,0,станок получать очень понравиться удобный спасибо доставка
491,491,1638,30/7/2021,Артикул 217,5,Бренд 22,Прекрасный станок.,София,RU,,0,0,1,1,прекрасный станок
492,492,1641,29/7/2021,Артикул 1264,5,Бренд 17,"Картина красивая, обозначения понятные, НО за такие деньги бисер под номерами 5 и 6 могли бы быть и покачестаенней.",Светлана,RU,белый,0,0,1,1,картина красивый обозначение понятный деньги бисер номер   мочь покачестаенный
493,493,1645,29/7/2021,Артикул 776,5,Бренд 10,"Пряжа мягкая, приятно вязать, но только может я рыхло вяжу так, но устроило полотно только на спицах 3, на 4 рыхловато было, а производитель аж 5 рекомендует🤷🏼‍♀️",Алёна,RU,,0,1,0,-1,"пряжа мягкий приятно вязать мочь рыхло вязать устраивать полотно спица   рыхловато производитель аж  рекомендовать 🤷 🏼 ‍ ♀ ️
"
494,494,1646,29/7/2021,Артикул 1268,1,Бренд 21,"Не заметили сразу, дома обнаружили что вместо 10, в упаковке 9 клубков... Обман!",Тарас,RU,"сиреневый, лавандово-розовый",0,1,0,-1,замечать сразу дом обнаруживать вместо  упаковка  клубок  обман
495,495,1647,29/7/2021,Артикул 1269,1,Бренд 24,Заказывали и платили за 6 матков а получили 5 матков. Почему такой обман. Ни кому больше нк посоветую у вас заказывать. Вы обманываете людей,Елена,RU,"светло-бежевый, бледно-розовый",0,0,0,0,заказывать платить  маток получать  маток почему обман нк посоветовать заказывать обманывать человек
496,496,1648,29/7/2021,Артикул 1197,5,Бренд 24,"Очень красивая, приятная и качество 👍Связала подарок дедушке 🎁🧶🌸🎉",Гаухар,KZ,,0,1,1,1,очень красивый приятный качество 👍 связывать подарок дедушка 🎁 🧶 🌸 🎉
497,497,1649,29/7/2021,Артикул 1270,5,Бренд 33,"отличные планки, аккуратно сделаны, упакованы в коробку с логотипом; подошли к вертикальным планкам другого производителя. Спасибо, очень довольны! только цена завышена, по моему мнению...",Инга,RU,,0,0,0,0,отличный планка аккуратно сделать упаковывать коробка логотип подходить вертикальный планк производитель спасибо очень довольный цена завышать мнение 
498,498,1651,29/7/2021,Артикул 419,5,Бренд 22,"Станок замечательный! Очень хорошего качества комплектующие, прекрасная и идея и исполнение, отличная рама, многофункциональный. Стационарен, не шатается. Удобен для использования и как диванно-краватный и как настольный, много вариантов настройки для разных целей. Пользуюсь месяц, одно удовольствие!!! Верхняя планка вмещает все, что может понадобиться в работе. Большое спасибо!!!",Елизавета,RU,,0,0,0,0,станок замечательный очень хороший качество комплектовать прекрасный идея исполнение отличный рама многофункциональный стационарный шататься удобный использование диванный краватный настольный вариант настройка разный цель пользоваться месяц удовольствие !!! верхний планка вмещать мочь понадобиться работа большой спасибо !!!
499,499,1654,29/7/2021,Артикул 1272,2,Бренд 6,"Мне совсем не понравилось,не стоит своих денег,я растворилась,хотела сделать подарок,ну такое не подаришь!!!",Алина,RU,белый,0,0,0,0,понравиться стоить свой деньги растворяться хотеть сделать подарок подарить !!!
500,500,1659,29/7/2021,Артикул 1132,5,Бренд 4,Комплектация полная. 5 планшеток с нитками 4х10 цв. И 1х12 цветов,Елена,RU,,0,0,0,0,комплектация полный  планшетка нитка х цв х цветок
501,501,1660,29/7/2021,Артикул 1276,5,Бренд 35,Получилась Икона неописуемой красоты!!!,Татьяна,RU,белый,0,0,0,0,получаться икона неописуемый красота !!!
502,502,1662,29/7/2021,Артикул 217,5,Бренд 22,"Все отлично. Собрала сама, но было бы не плохо производителю выложить на Ютуб видео со сборкой)) вышиваю на станке уже две недели, очень удобно. Ну и конечно само качество дерева очень радует, все гладкое, приятное на ощупь, вышивать одно удовольствие 😌",Ирина,RU,,0,0,1,1,отлично собирать плохо производитель выкладывать ютуб видео сборка ))  вышивать станок неделя очень удобно качество дерево очень радовать весь гладкий приятный ощупь вышивать удовольствие 😌
503,503,1663,28/7/2021,Артикул 1278,1,Бренд 10,Вместо пряжи Drops Fabel белого цвета доставили пряжу Drops Alpaka бежевого цвета.,Елена,RU,,0,1,1,1,вместо пряжа drops fabel белый цвет доставлять пряжа drops alpaka бежевый цвет
504,504,1664,28/7/2021,Артикул 297,4,Бренд 56,"Пластина очень тонкая 2-2,5мм, так что новичкам, людям с чувствительной кожей и склонной к куперозу - АККУРАТНЕЙ!!! К сожалению, продавец не ответил за целый месяц на вопрос о толщине и не предоставил информацию в описании. Для поездок удобен, не разобьётся точно. Но вот для постоянного использования только представителям ‘дубовой’ кожи… После первого применения вся в кровоподтёках, хотя сила нажатия очень средняя… Есть минус у тонких пластин, при слабом нажатии не прорабатываешь совсем, при чуть более сильном надавливании уже кровоподтёки…  Так что каменные толстенькие пока незаменимые на постоянку🤷🏼‍♀️",Таника,RU,серебристый,0,0,1,1,"пластина очень тонкий   мм новичок человек чувствительный кожа склонный купероза аккуратно !!! сожаление продавец отвечать целый месяц вопрос толщина предоставлять информация описание поездка удобный разбиваться точно постоянный использование представитель  ‘ дубовый ’  кожа … первый применение весь кровоподтек хотя сила нажатие очень средний … минус тонкий пластина слабый нажатие прорабатывать сильный надавливание кровоподтек … каменный толстенький пока незаменимый постоянка 🤷 🏼 ‍ ♀ ️
"
505,505,1668,28/7/2021,Артикул 1282,5,Бренд 10,Отличная пряжа.,Анна,RU,"оранжевый, светло-оранжевый",0,0,0,0,отличный пряжа
506,506,1669,28/7/2021,Артикул 1082,5,Бренд 4,"влюбилась в наборы этого производителя, схемы всегда чётко проработаны, не требуется никакой бэкстич, цвета шикарные. особо хочется отметить очень удобные органайзеры, - не нужно сверяться с ключом, всё под рукой. нитки не путаются, не перетираются. в общем, luca-s - мечта любой вышивальщицы!",Татьяна,RU,,0,0,1,1,"влюбляться набор производитель схема четко прорабатывать требоваться никакой бэкстич цвет шикарный особо хотеться отмечать очень удобный органайзер , -  нужно сверяться ключ рука нитка путаться перетираться общий luca мечта любой вышивальщица"
507,507,1673,28/7/2021,Артикул 1286,5,Бренд 17,"Набор пришел целый,качество бисера хорошее,много бисера осталось в запасе,картина получилась красивая,объемная,сделала за 3 недели очень легко и быстро",Евгения,RU,белый,0,0,1,1,набор приходить целый качество бисер хороший бисер оставаться запас картина получаться красивый объемный сделать  неделя очень легко быстро
508,508,1674,27/7/2021,Артикул 1287,5,Бренд 10,"Пряжа нежная не колется, на джемпер 44-46 ушло 4 мотка на спицах 4. Вязать лучше на деревянных спицах кубиксах, чтоб пряжа не скользила. После стирки джемпер вытянулся в длину. Тонкая но очень тёплая. Распустить аккуратно можно. Но после сложённого нахождения в шкафу мнётся и принимает вид свалявшейся пряжи. Очень нежный мягкий и невесомый джемпер получается, снимать не хочется.",Ильмира,RU,темно-алый,0,0,1,1,пряжа нежный колоться джемпер   уходить  моток спица  вязать деревянный спица кубикс пряжа скользить стирка джемпер вытягиваться длина тонкий очень теплый распускать аккуратно сложенный нахождение шкаф мяться принимать вид сваляться пряжа очень нежный мягкий невесомый джемпер получаться снимать хотеться
509,509,1677,27/7/2021,Артикул 1289,5,Бренд 14,Супер пряжа👍👍👍👍👍👍👍,Любовь,RU,песочный,0,0,0,0,супер пряжа 👍 👍 👍 👍 👍 👍 👍
510,510,1688,27/7/2021,Артикул 31,5,Бренд 10,"Цвет отличается, но тоже симпатичный. На фото вязала в 1 нить на спицах 3 и в 2 нити на 4",Екатерина,RU,,0,0,1,1,цвет отличаться симпатичный фото вязать  нить спица   нить 
511,511,1691,26/7/2021,Артикул 1302,4,Бренд 24,"Сделала возврат т к пришло 3 мотка вместо 4,очень неприятно.... упаковка в один пакетик, не запаяно,ПРОШУ НЕ УЧИТЫВАТЬ ПРОЦЕНТ",Мария,RU,черный,0,0,1,1,сделать возврат т приходить  моток вместо  очень неприятно  упаковка пакетик запаять просить учитывать процент
512,512,1696,25/7/2021,Артикул 1307,5,Бренд 24,Мне данная пряжа очень понравилась. Классный плед получился.,Валентина,RU,,0,0,0,0,данный пряжа очень понравиться классный плед получаться
513,513,1703,24/7/2021,Артикул 1043,5,Бренд 61,Отличные.Без запаха.Вместительные.,Наталья,RU,прозрачный,0,0,0,0,отличный запах вместительный
514,514,1707,23/7/2021,Артикул 1316,5,Бренд 5,"Прекрасный набор, хорошо качество основы, но количество бисера на пределе. Этим и отличается этот производитель. Берегите каждую бисеренку. Спуповато.",Ирина,BY,белый,0,0,0,0,прекрасный набор качество основа количество бисер предел это отличаться производитель беречь каждый бисеренка спуповато
515,515,1711,23/7/2021,Артикул 28,5,Бренд 10,"Спицы необыкновенные, красивущие.
Очень гладкие, с достаточно острым носиком. Место стыка идеально гладкое. Тросики очень удобные.",Татьяна,RU,коричневый,0,0,1,1,спица необыкновенный красивущий очень гладкий достаточно острый носик место стык идеально гладкий тросик очень удобный
516,516,1719,22/7/2021,Артикул 1324,5,Бренд 24,Пряжа отличная,Светлана,RU,сиреневый,0,0,0,0,пряжа отличный
517,517,1720,22/7/2021,Артикул 347,5,Бренд 56,"Отличный скребок! Понравился больше чем каменный. Гладкий, красивый, вечный)) Рекомендую!",Ольга,RU,серебристый,0,0,0,0,отличный скребок понравиться каменный гладкий красивый вечный ))  рекомендовать
518,518,1721,22/7/2021,Артикул 906,5,Бренд 22,"Самый лучший станок. Идеальная комплектация, упаковка, инструкция. Собрала сама. Устойчив на столе. Крепления канвы без заусенцев, держат хорошо, крепко и портят ткань или вышивку.",Наталья,RU,,0,0,0,0,самый хороший станок идеальный комплектация упаковка инструкция собирать устойчивый стол крепление канва заусенец держать крепко портить ткань вышивка
519,519,1726,22/7/2021,Артикул 1144,5,Бренд 4,"Хороший,качественный набор.",Наталья,RU,,0,0,0,0,хороший качественный набор
520,520,1731,21/7/2021,Артикул 235,4,Бренд 2,"Мелкий бисер 13д не темно зелёный! Не хватило бисера 22F (15 размер прозрачный). Бисер в основном не ровный (некоторые цвета идеальные). В целом выглядит неплохо за свои деньги (покупала за 900р), но бисер посоветовала бы заменить на более ровный.",Елена,RU,белый,0,0,0,0,"мелкий бисер д темно зеленый хватить бисер f  размер прозрачный бисер основное ровный некоторый цвет идеальный целое выглядеть неплохо свой деньги покупать р ),  бисер посоветовать заменять ровный"
521,521,1737,20/7/2021,Артикул 291,5,Бренд 10,Оболденный кид-мохер на шёлке!  Италия конечно ни с чем не сравнима. На паутинку уходит 2.5 мотка,Мария,RU,,0,1,1,1,оболденный кид мохер шелк италия сравнимый паутинка уходить  моток
